id,text,label,annotator,text_en
313,"Mas agora antes de terminar, estou me sentindo estranho, acho que acabei gostando dela, do jeito dela de cuidar de mim, de querer que eu esteja sempre com ela, o jeito dela de sentir ciúmes, e de sempre querer eu perto dela, de sempre dizer que esta com saudade, de ela não se importar de nas folgas dela passar comigo trancada em um quarto conversando, para ser sincero , vou sentir falta dela.",-1,2,"But now before I finish, I'm feeling strange, I think I ended up liking her, her way of taking care of me, of wanting me to always be with her, her way of feeling jealous, and of always wanting me close to her, of always saying that she misses me, of her not minding that on her days off she spends time with me locked in a room talking, to be honest, I'm going to miss her."
314,"Nesse momento to evitando ela, e ta me dando um aperto, no coração, mas tenho que fazer isso, não tem como continuar, e sou muito ciumento e intolerante com esses tipos de coisas, não tem a mínima chance de eu e ela darmos certo.",-1,3,"At this moment I'm avoiding her, and it's making my heart ache, but I have to do this, there's no way I can continue, and I'm very jealous and intolerant of these types of things, there's no chance of me and her working out."
315,"Vou sentir falta dela, mas a vida é assim, as vezes temos que abrir mão de algo, para podermos continuar nosso caminho.",-1,2,"I'll miss her, but that's life, sometimes we have to give up something, so we can continue on our path."
316,"Ultimamente ando muito compulsiva - por masturbação com o vibrador, por comida, meio agressiva, me sacudindo, me mordendo, me azunhando.",-1,3,"Lately I've been very compulsive - masturbating with a vibrator, eating, a bit aggressive, shaking myself, biting myself, teasing myself."
318,"Não foi bem uma transa, mas foi legal.",1,2,"It wasn't exactly sex, but it was nice."
319,"E transamos mais duas vezes num motel - não atingi o orgasmo, pra falar verdade meu vibrador me dá mais prazer, mas enfim, tudo que dá prazer eu aceito.",0,2,"And we had sex twice more in a motel - I didn't reach orgasm, to be honest, my vibrator gives me more pleasure, but anyway, everything that gives pleasure I accept."
320," Na ultima consulta psiquiátrica, ele quis me dar um neuroléptico ( recusei na hora, engordar tô fora) e no retorno ele sugeriu um estabilizador de humor.",0,2,"At the last psychiatric consultation, he wanted to give me a neuroleptic (I refused at the time, I'm out of weight) and when I returned he suggested a mood stabilizer."
321,"Ele meio que sugeriu que tenho personalidade borderline e espectro bipolar ( ciclotimia) enfim, nada que eu já não desconfiasse.",0,3,"He kind of suggested that I have a borderline personality and bipolar spectrum (cyclothymia), in short, nothing that I didn't already suspect."
322,Não aceitei o estabilizador pelo mesmo motivo da risperidona.,0,3,I did not accept the stabilizer for the same reason as risperidone.
323,"Eu to uma baleia de gorda, não quero engordar mais e pronto.",-1,3,"I'm a fat whale, I don't want to gain any more weight and that's it."
324,Ai ele me achou melhor e colocou na receita apenas um comprimido de fluoxetina.,0,2,Then he thought I was better and added just one fluoxetine tablet to the prescription.
325,Ta certo que ficar com essas crises hipomaníacas é meio constrangedor - mas ficar deprimida e com ideações suicidas também não é nada legal.,-1,3,It's true that having these hypomanic crises is a bit embarrassing - but being depressed and having suicidal ideations is also not a good idea.
326,Ando muito estressada ultimamente.,-1,3,I've been very stressed lately.
327,Briguei com a minha mãe por causa do notebook que ela não queria me emprestar pra fazer o trabalho e me queimei com a vela.,-1,3,I fought with my mother because of the notebook she didn't want to lend me to do my work and I burned myself with the candle.
328,Ganhei um notebook novo.,1,2,I got a new notebook.
329,"Tive uma crise de choro enquanto fazia sexo com meu namorado, acusando ele de não me amar, de me tratar como um objeto e pra ele não tocar mais em mim.",-1,3,"I had a crying fit while having sex with my boyfriend, accusing him of not loving me, of treating me like an object and for him not to touch me anymore."
330,Ele queria fazer sexo anal em mim e tava insistindo muito.,-1,2,He wanted to have anal sex with me and was very insistent.
332,"Ok, minha reação foi super exagerada, não precisava ser assim.",-1,3,"Okay, my reaction was super exaggerated, it didn't need to be like that."
333,"Depois ele me disse que eu valorizo e desvalorizo ele muito rápido, que mudo constantemente de humor, uma hora to triste e outra hora super alegre e me perguntou se eu tinha algum transtorno de personalidade ou de humor.",-1,2,"Afterwards he told me that I value and devalue him very quickly, that I constantly change my mood, one moment I'm sad and another time super happy and he asked me if I had any personality or mood disorder."
334,Estou escrevendo palavras desconexas porque minha mente é desconexa.,-1,2,I'm writing disjointed words because my mind is disjointed.
335,Meu pensamento é confuso e desorganizado. ,-1,3,My thinking is confused and disorganized.
336,"Sim, isso me envergonha, gosto de estar sob controle. ",-1,3,"Yes, it embarrasses me, I like to be under control."
337, Eu que mando na hora do sexo.,0,2,I'm in charge when it comes to sex.
338,"Fico em cima dele, faço cavalgada, digo que paguei essa porra de motel durante uma hora e meia e quero transar até uma hora e meia.",0,2,"I get on top of him, ride him, say that I paid for this fucking motel for an hour and a half and I want to have sex for an hour and a half."
339,Finalmente de férias.,1,2,Finally on vacation.
340,"Bem, meu psiquiatra quis que eu experimentasse ficar só com um comprimido de fluoxetina.",0,2,"Well, my psychiatrist wanted me to try just one fluoxetine pill."
341,Não deu nem 2 semanas e eu não aguentei e pedi pra ele pra voltar pra dosagem anterior - 2 comprimidos.,-1,3,It hadn't even been 2 weeks and I couldn't take it and asked him to go back to the previous dosage - 2 tablets.
342,"Eu tava o tempo inteiro 'quero me matar, me matar ' não tava dormindo, angústia e ansiedade gritante, chorando por qualquer coisinha.",-1,3,"I was all the time 'I want to kill myself, kill myself', I wasn't sleeping, anguish and screaming anxiety, crying over every little thing."
343,Ultimamente meus instintos de sexo e agressividade andam muito aflorados.,-1,2,Lately my sexual and aggressive instincts have been very heightened.
344, E acho que estou ficando viciada em ver pornografia na internet.,-1,2,And I think I'm getting addicted to watching porn on the internet.
345,"Bem, eu não aguento mais essa ansiedade.",-1,3,"Well, I can't take this anxiety anymore."
346,E fiquei particularmente atraída por cenas de sadomasoquismo,-1,2,And I was particularly attracted to scenes of sadomasochism
347,"Ao mesmo tempo me fazem bem, mas ao mesmo tempo me fazem mal.",0,2,"At the same time they do me good, but at the same time they hurt me."
348,Começo a lembrar das minhas agressões e humilhações e fico mal.,-1,3,I start to remember my aggressions and humiliations and I feel bad.
349,"Sei la, é uma coisa tão estranha.",-1,2,"I don't know, it's such a strange thing."
350,"E eu fico me sentindo como se fosse uma vagabunda qualquer também, que nem elas - quem sou eu pra chamar alguém de vagabunda mesmo?",-1,2,"And I feel like I'm just some slut too, just like them - who am I to call someone a slut?"
351," E os gemidos são tão forçados, parece mais que estão parindo do que fazendo sexo - sexo não, tá mais pra uma cópula.",-1,3,"And the moans are so forced, it seems more like they are giving birth than having sex - no sex, it's more like copulation."
352,"Mas enfim, sexo é sexo, e isso me relaxa.",1,2,"But anyway, sex is sex, and that relaxes me."
353,"Não quero ficar uma baleia, ja to gorda demais !",-1,3,"I don't want to look like a whale, I'm already too fat!"
354,Pelo menos pornografia não engorda.,0,2,At least porn doesn't make you fat.
355,"Não aguento mais ficar longe do meu namorado - eu quero transar, porra ! ",-1,3,I can't stand being away from my boyfriend anymore - I fucking want to have sex!
356, Ele viajou e eu to aqui na seca.,-1,3,He traveled and I'm here in the drought.
357, Ele agora ta com essa de ficar me controlando.,-1,3,He's now trying to control me.
358,Tive uma outra fase de mudança de humor na frente dele e ele me ameaçou de terminar o namoro se eu não tomasse os estabilizadores de humor.,-1,2,I had another phase of mood swings in front of him and he threatened me with ending the relationship if I didn't take the mood stabilizers.
359,"Bem, andei dando uma pesquisada e o mais legalzinho que eu achei foi a lamotrigina, que não engorda.",0,2,"Well, I was doing some research and the coolest thing I found was lamotrigine, which doesn't make you gain weight."
360,"Topiramato emagrece, mas fode com a memória, e pra uma universitária isso não é nada legal.",-1,2,"Topiramate makes you lose weight, but it messes with your memory, and for a university student that's not cool at all."
361,"Bem, ainda não sei se vou tomar.",0,3,"Well, I still don't know if I'll take it."
362,Tenho medo de me transformar num robô.,-1,3,I'm afraid of turning into a robot.
363,Hoje minha sala foi pra biblioteca depois do intervalo.,0,3,Today my class went to the library after break.
364,"Na hora do intervalo eu tava lá olhando os livros, pra ver qual que eu ia escolher, não achei nenhum interessante.",0,2,"At break time I was there looking at the books, to see which one I was going to choose, I didn't find any of them interesting."
365,"Tinha um lá ""O diário de Biloca"" é um livrinho pequeno e curto.",0,3,"There was one there ""Biloca's diary"" is a small, short book."
366,Não tem tantas páginas e o escritor também não era conhecido por mim!,0,3,It doesn't have that many pages and the writer wasn't known to me either!
367," Eu peguei achando que fosse aqueles livros de criancinhas que falam : ""Querido diário.. Hoje eu aprendi a ler.. """,0,3,"I picked it up thinking it was one of those children's books that say: ""Dear diary.. Today I learned to read.. """
368,Biluca não é um nome muito conhecido não.,0,3,Biluca is not a very well-known name.
369,"Então, nem deu tempo de eu ler uma página do livro e já bateu.",0,2,"So, I didn't even have time to read a page of the book and it hit me."
370,Fui pra sala e um pouco depois minha professora nos levou pra biblioteca.,0,3,I went to the classroom and a little later my teacher took us to the library.
371, Eu aluguei o livro e saí.,0,3,I rented the book and left.
372, Quando a bibliotecária foi entregar o livro quase morre de vergonha por ter pego aquele livro.,-1,3,"When the librarian went to deliver the book, she almost died of shame for having taken that book."
373, Mas eu acabei lendo e me interessei pra caramba nele.,1,3,But I ended up reading it and became really interested in it.
374,Já li metade do livro e deu pra perceber que é totalmente diferente do que eu pensei.,0,3,I've already read half the book and I can tell it's completely different from what I thought.
375, Fala de uma quase adolescente (quase porque ela ainda ta se formando e tals) meu Deus.,0,2,Talking about an almost teenager (almost because she's still graduating and such) my God.
376,"A descoberta de novos sentimentos, novas ações e tals.",0,3,"The discovery of new feelings, new actions and such."
377,"Quando eu ler o resto do livro, não vou nem perder a chance de fazer o resumo.",0,2,"When I read the rest of the book, I won't even miss the chance to summarize it."
378,"Mãe, desculpe por eu ser quem sou, por eu ser tão e unicamente eu, por eu ser ""diferente"", por eu ser tão errada aos olhos teus.",-1,3,"Mom, I'm sorry for being who I am, for being so and only me, for being ""different"", for being so wrong in your eyes."
379," Me desculpe, ou melhor, me perdoe por eu não ser a filha dos seus sonhos tao perfeitos, por eu só te decepcionar quando você esperava o maximo de mim.",-1,3,"I'm sorry, or rather, forgive me for not being the daughter of your perfect dreams, for only disappointing you when you expected the best from me."
380, Mas é que pra mim é tão dificil conseguir te agradar.,-1,2,But it's just that it's so difficult for me to please you.
381,"Ao contrário, eu te amo muito! ",1,3,"On the contrary, I love you very much!"
382," Amo você mais do que a mim mesma, afinal você é minha mãe.",1,2,"I love you more than myself, after all you are my mother."
383,"Ódio, eu nao tenho por você, nem pelo meu pai mesmo ele sendo ausente.",0,2,"I don't hate you, nor my father, even though he's absent."
384,"Ódio eu tenho de mim mesma, por não ser a filha que você sempre quis e desejou; e por mais que eu tente - sim, eu tento",-1,3,I hate myself for not being the daughter you always wanted and desired; and no matter how hard I try - yes I try
385,Perdão por eu não ter crescido da maneira e nem do modo que você esperava.,-1,3,Sorry for not growing up the way you expected.
386,Só que você não sabe como dói quando você desaprova tudo o que eu faço pra você.,-1,3,But you don't know how much it hurts when you disapprove of everything I do for you.
387,Não sabe como me dói quando você me desmerece e me humilha na frente de quem quer que seja.,-1,3,You don't know how much it hurts me when you belittle me and humiliate me in front of anyone.
388,"Eu só queria ser motivo de orgulho, mas pelo jeito realmente nunca serei boa o suficiente para você, e eu não consigo mais fingir que está tudo bem, porque não está!",-1,3,"I just wanted to be proud of, but apparently I'll never be good enough for you, and I can't pretend that everything's okay anymore, because it's not!"
389,"Me desculpe, mas eu nunca serei perfeita e isso, acredite, dói mais em mim do que em você.",-1,3,"I'm sorry, but I will never be perfect and that, believe me, hurts me more than it hurts you."
390,"Eu não aguento mais as nossas brigas, elas me deixam em um estado que eu não sei nem explicar em palavras.",-1,3,"I can't take our fights anymore, they leave me in a state that I can't even explain in words."
391,"E nada vai mudar as coisas que você me disse, nada vai fazer 'a gente' dar certo denovo.",-1,3,"And nothing will change the things you told me, nothing will make 'us' work again."
392,"Mas mãe, por favor, não abra mão de mim assim.",-1,2,"But mom, please don't give up on me like that."
393,"Eu não consigo acreditar que é tao difícil conversar com voce, com a minha própria mãe.",-1,3,"I can't believe it's so hard to talk to you, to my own mother."
394,"Ontem [domingo] não deu para escrever aqui pois estava muito ""ocupada"".",0,3,"Yesterday [Sunday] I couldn't write here because I was very ""busy""."
395,Saí no sábado para o chá de panela da minha prima que logo vai se casar.,0,3,I went out on Saturday to my cousin's bridal shower who is soon to be married.
396,"Foi eu, minha irmã, namorado, pai e mãe.",0,3,"It was me, my sister, boyfriend, father and mother."
398,Meu namorado dormiu na minha casa.,0,2,My boyfriend slept at my house.
399," Eu divido o quarto com a minha irmã, então ficou eu na minha cama, ele no colchão (no chão do meu lado) e minha irmã na cama dela que é logo do lado (pertinho).",0,2,"I share a room with my sister, so I was in my bed, he was on the mattress (on the floor next to me) and my sister was in her bed, which is right next to me (close by)."
400,"Chegamos da festa e fomos logo ""dormir"", minha irmã foi a primeira a cair no sono, enquanto eu e meu namorado ficamos de mãos dadas (ele deitado e eu também... e conversando baixinho).",0,2,"We arrived from the party and immediately went to ""sleep"", my sister was the first to fall asleep, while my boyfriend and I held hands (he was lying down and so was I... and talking quietly)."
401,Até que de repente minha irmã levanta e começa a chorar que nem uma louca.,-1,3,Until suddenly my sister gets up and starts crying like crazy.
402,"No final das contas, ela acabou indo dormir com o meu pai, e minha mãe na cama dela (da minha irmã).",0,2,"In the end, she ended up sleeping with my father, and my mother in her (my sister's) bed."
403,"Minha mãe é muito legal, tem jeito de adolescente e cabeça de mulher.. está sempre bem humorada, quando vamos em festas ela dança, agita, contagia a todos.",1,3,"My mother is very cool, she has the look of a teenager and the mind of a woman... she is always in a good mood, when we go to parties she dances, rocks, infects everyone."
404,"O relacionamento dela com o meu namorado é ótimo, os dois brincam e eu amo isso.",1,3,"Her relationship with my boyfriend is great, they both joke and I love that."
405,"Aí ele me abraçou, me beijou e a gente ficou enrolando e conversando um pouco e depois dormimos.",1,3,"Then he hugged me, kissed me and we messed around and talked for a while and then we slept."
406,"Sou muito frienta, quando eu estava na minha cama, eu peguei 3 cobertas e estava de blusa de frio.",0,3,"I'm very cold, when I was in my bed, I took 3 covers and was wearing a cold shirt."
407,Foi só ele me abraçar que eu também comecei a sentir calor e tirei a blusa de frio.,1,2,It was only when he hugged me that I also started to feel hot and took off my cold shirt.
409,"Quando acordei, meu namorado estava com a mão na minha cintura, me abraçando, e com a cabeça perto do meu cabelo.",1,3,"When I woke up, my boyfriend had his hand on my waist, hugging me, and his head was close to my hair."
410,"Diz ele que levantou antes de mim, e ficou beijando meu rosto, e eu nem mexia de tanto sono.",1,2,"He says he got up before me, and kissed my face, and I didn't even move because I was so sleepy."
411,Levantamos e fomos comprar cerveja para a minha mãe.,0,3,We got up and went to buy beer for my mother.
412," Depois de um tempo, deitamos no sofá (já era de tarde) pois ele queria ver o tal jogo que ia passar na tv.",0,3,"After a while, we lay down on the couch (it was already afternoon) because he wanted to watch the game that was going to be on TV."
413,"Quando acordei ele me abraçou, me beijou me chamando de preguiçosa e falou ""te amo""  Ele é lindo demais.",1,3,"When I woke up he hugged me, kissed me, calling me lazy and said ""I love you"" He is so beautiful."
414,"Ficamos o resto do dia garradinhos, combinamos de ir no shopping para ele pagar uma conta, mais quem disse que a preguiça deixou?",1,2,"We stayed together for the rest of the day, we agreed to go to the mall so he could pay a bill, but who said he was lazy?"
415,"Então é isso, fico por aqui, hoje estou muito feliz e com saudade dele já, a gente é grudento do nosso jeito, e eu amo isso.",1,3,"So that's it, I'll stop here, today I'm very happy and I miss him already, we're close in our own way, and I love that."
416, É muito bom ter uma pessoa que você ama ao lado.,1,3,It's great to have someone you love by your side.
417,"Fora que acordar com um eu te amo, torna o dia maravilhoso e feliz.",1,3,"Besides, waking up with an I love you makes the day wonderful and happy."
418,"Enfim, Boa Noite, e gostaria de agradecer aos comentários do assunto anterior.",1,3,"Anyway, Good Evening, and I would like to thank you for the comments on the previous subject."
419,"Bom tudo começou em Abril do ano passado quando minha mãe começou a namorar um homem que eu nem sei da onde que apareceu , bom eles estavam namorando a uma semana e ele já tava morando dentro da mi.nha casa",0,2,"Well, it all started in April last year when my mother started dating a man who I don't even know where he came from, well, they had been dating for a week and he was already living in my house."
420,"No dia do aniversário dele eu vi ele escondendo drogas dentro do meu quarto , e eu fui lá e contei pra minha mãe.",-1,3,"On his birthday I saw him hiding drugs in my room, and I went there and told my mother."
421,Eles brigaram e ela terminou com ele.,-1,3,They fought and she broke up with him.
422,"Mas então as 5 da manha eu acordo com a minha mãe gritando e pedindo socorro , ele tinha entrado dentro de casa e tava tentando matar ela.",-1,3,"But then at 5 am I woke up to my mother screaming and asking for help, he had entered the house and was trying to kill her."
423,"Já não bastava o fato de ter um bandido em casa , ele não deixava mais minha mãe falar comigo ele não desgrudava dela.",-1,3,"The fact that there was a criminal at home was no longer enough, he wouldn't let my mother talk to me anymore and he wouldn't let go of her."
424," E nessa música ele começa a falar algumas coisas sobre o amor, e eu acho simplesmente lindo tudo oque ele fala!",1,3,"And in this song he starts to say some things about love, and I think everything he says is simply beautiful!"
425,"Uma sensação de fracasso tomou conta de mim, tristeza, desânimo e um total desalento pela vida.",-1,3,"A feeling of failure came over me, sadness, discouragement and a total lack of hope for life."
426,"Sinto minha vida tão bagunçada, vejo meus sonhos morrendo, minha vida tomar direção contrária aquilo que imaginei um dia.",-1,3,"I feel like my life is so messed up, I see my dreams dying, my life taking the opposite direction to what I once imagined."
427,Porque será que nunca consegui me sentir completa?,-1,3,Why have I never been able to feel complete?
428,Meu coração hoje se encontra dilacerado.,-1,3,My heart today is torn apart.
429,"Cheguei no trabalho hoje tão desanimada, vejo tanta coisa pra fazer mas não tenho estímulo, fico revoltada quando penso que me esforço tanto para dar o melhor de mim nessa empresa e as pessoas indiretamente atrapalham o meu trabalho.",-1,3,"I arrived at work today so discouraged, I see so much to do but I have no encouragement, I get angry when I think that I try so hard to do my best in this company and people indirectly get in the way of my work."
430," Em casa as coisas vão de mal a pior, a situação do meu irmão e da minha cunhada se arrasta, causando um sofrimento enorme pra minha família.",-1,3,"At home things are going from bad to worse, my brother and sister-in-law's situation is dragging on, causing enormous suffering for my family."
431,Fico pensando o que eles estão esperando para se separar e acabar logo de vez com esse sofrimento.,-1,3,I wonder what they are waiting for to separate and end this suffering once and for all.
432,"É estranho o modo como ainda penso nele, tenho vontade de ligar pra ele.",0,3,"It's strange the way I still think about him, I want to call him."
433,"Fui muito infantil, o pior que continuo sendo, não sou mais uma garotinha, poxa sou uma mulher, tem coisas que não consigo evitar.",-1,3,"I was very childish, the worst I still am, I'm not a little girl anymore, hey, I'm a woman, there are things I can't avoid."
434,"Vejo muitas garotas sofrendo por garotinhos que não dão a minima para elas, então pra ganharem atenção fingem ser algo que não são. ",-1,3,"I see a lot of girls suffering for little boys who don't care about them, so to gain attention they pretend to be something they're not."
435,"Acho isso ridículo, intendam se ele não gosta de você agora ,nem adianta minha filha, aliás adianta sim, se você ter uma bunda enoorme e um peito grande, ele pode até pensar em se interessar por você.",-1,3,"I think that's ridiculous, understand if he doesn't like you now, it doesn't matter my daughter, in fact it does, if you have a huge ass and a big breast, he might even think about being interested in you."
436,"Mas também não adianta tu querer colocar um decote, e um short enfiado no cú , garotas desse tipo só são vistas como objeto sexual.",-1,3,"But there's no point in wanting to put on a cleavage, and shorts up your ass, girls like that are only seen as sexual objects."
437,"Bom fiz uma pesquisa com alguns meninos e ele disseram que garotas que falam gírias é normal, mas falar um monte é estranho.",-1,2,"Well, I did a survey with some boys and they said that girls who speak slang is normal, but talking a lot is strange."
438,"O caso é não fica atrás dele, sei que é difícil não demonstrar o que sente, mas pode ter certeza, eles não dão tanto valor a garotas que ficam atrás deles, enchendo o saco o tempo todo.",-1,2,"The point is, don't follow him, I know it's difficult not to show how you feel, but you can be sure, they don't give much value to girls who follow them, bothering them all the time."
439,"Se ele puxar assunto quer dizer que ele gosta de falar com você, mas se caso você puxa assunto, e ele te responde com frases curtas ou demora pra responder e vem com desculpinhas pedindo desculpa pela demora, quer dizer que você tá enchendo a paciência dele e ele só te responde por educação.",0,3,"If he brings up the subject, it means that he likes talking to you, but if you bring up the subject, and he responds with short sentences or takes a long time to respond and makes excuses for the delay, it means that you are annoying him and he only responds out of politeness."
440,"Antes de mandar, primeiro vê como foi o rumo entre os dois no dia.",0,3,"Before sending, first see how the two went that day."
441,"Quando o ver de umas olhadas pra ele, (mas sem disfarçar) no começo ele não vai intender, mas o encare por 1 segundo, e depois delicadamente mexa no cabelo olhando para outro lugar.",0,3,"When you see him, take a look at him, (but without disguising it) at first he won't understand, but stare at him for 1 second, and then gently touch his hair looking elsewhere."
442,Assim ele vai tentar querer saber oque você quer.,0,3,This way he will try to want to know what you want.
444,"Muitas garotas querem chamar a atenção dos garotos, rindo alto ou falando alto, isso é coisas de garotinhas sem atitude, e você não quer ser vista assim né?",-1,2,"Many girls want to get boys' attention by laughing loudly or talking loudly, these are things for little girls without attitude, and you don't want to be seen like that, right?"
446,"Poste frases de garota desapegada,que não precisa de homem nenhum pra ser feliz.",0,2,Post phrases about a detached girl who doesn't need a man to be happy.
447,"Quando o telefone toca,já me acelera o coração",1,2,"When the phone rings, my heart starts racing"
448,Te Amar ao ver o sol nascer pela manhã,1,3,Loving you when you see the sun rise in the morning
450,"Mas sabe, é estranho pensar que isso seja natural, eu me sinto completamente mal por ele demonstrar interesse por outras, considero falta de respeito.",-1,3,"But you know, it's strange to think that this is natural, I feel completely bad for him showing interest in others, I consider it a lack of respect."
451,"Olhar disfarçadamente pra uma mulher bonita é natural, qual a mulher que não sabe que um homem bonito passou por ela também?",0,3,"Looking surreptitiously at a beautiful woman is natural, what woman doesn't know that a handsome man passed by her too?"
452,"Mas a questão é, demonstrar interesse por outra pessoa, transparecer que esta reparando, encarando?",0,3,"But the question is, show interest in another person, show that you are noticing, staring?"
453,"Falar que a vida é feita de escolhas, é extremamente fácil.",-1,2,Saying that life is made of choices is extremely easy.
454,Fazer as escolhas certas é que é o difícil da coisa.,-1,3,Making the right choices is what's difficult.
455,"Com 27 anos, me imagino ainda estudando alguma coisa que me interesse, se for preciso estudar tudo de novo, me imagino com um canudo de respeito na mão, me imagino ter passado pelas melhores e mais engraçadas coisas da vida.",1,3,"At 27 years old, I imagine myself still studying something that interests me, if I have to study everything again, I imagine myself with a straw of respect in my hand, I imagine myself having experienced the best and funniest things in life."
456,Me imagino visitando minha família nos fim de semanas e ouvindo as besteiras que meu pai fala e sempre vai falar.,1,2,I imagine myself visiting my family on the weekends and listening to the nonsense that my father says and will always say.
457,"Me imagino pensando em filhos, afinal tenho um sonho: adotar.",1,2,"I imagine myself thinking about children, after all I have a dream: to adopt."
458,Me imagino passando perto da casa dos meus pais e deixando um pão quentinho a tarde.,1,2,I imagine myself passing by my parents' house and leaving some warm bread in the afternoon.
459,"Me imagino em paz comigo mesma, com tudo que eu tiver feito da minha vida.",1,3,"I imagine myself at peace with myself, with everything I have done in my life."
460,"Nunca me arrumei tão rápido, ainda bem que moro a uns cinco minutos de carro pro meu trabalho.",1,2,"I've never gotten ready so quickly, thank goodness I live about a five-minute drive from my job."
461,Hoje meu amigo (Luciano) me fez passar um mega mico.,-1,3,Today my friend (Luciano) made me look really bad.
462," Perto da nossa escola tem um posto de saudade e eu pedi para ele ir lá e pegar camisinha para mim, pq mesmo eu sendo menina acho que é bom ter guardado para o caso de for transa com alguém ter camisinha e ficar protegido.",0,2,"There's a longing station near our school and I asked him to go there and get a condom for me, because even though I'm a girl I think it's good to have one in case I have sex with someone and have a condom and be protected."
463,Tive que ir nas casas lotéricas pagar umas contas (como sempre deixo tudo pra cima da hora) e a fila me parecia mas um caracol.,-1,3,I had to go to the lottery outlets to pay some bills (as I always leave everything until the last minute) and the queue seemed like a snail's pace.
464,"Depois de uma hora consegui, peguei meu buzão e um engarrafamento horrível.",-1,3,"After an hour I managed it, got my horn and a horrible traffic jam."
465,"Meu niver trabalhei o dia todo, quase 20:00 e eu aqui nesta transito horrível, vou chegar em casa somente pra dormir e hoje é meu dia não aproveitei nada.",-1,3,"My birthday I worked all day, almost 8 pm and I'm here in this horrible traffic, I'm just going to get home to sleep and today is my day, I didn't enjoy it at all."
466,"Foi perfeito, minha irmã e meu esposo fizeram tudo, 2 tipos de tortas, tudo lindo.",1,3,"It was perfect, my sister and my husband made everything, 2 types of pies, everything was beautiful."
467,Obrigado meu Deus pela vida de meu esposo!,1,2,Thank you my God for my husband’s life!
468,"Daquele jeito, vc beijando gostoso e fazendo tudo o que se tem direito em quatro paredes.",1,3,"Like that, you're kissing deliciously and doing everything you're supposed to do in four walls."
469,Hoje eu e meu namorado nos divertimos tanto.,1,3,Today my boyfriend and I had so much fun.
470,"Estávamos no ponto de ônibus, brincamos como nos filmes, ele corria atrás de mim, me pegava pela cintura, fazia cócegas, me pegava no colo, me levantava tirando meus pés do chão.",1,3,"We were at the bus stop, we played like in the movies, he ran after me, grabbed me by the waist, tickled me, picked me up, lifted me up, taking my feet off the ground."
471,Foi tão bom por um momento esquecer todos os meus problemas.,1,2,It was so nice to forget all my problems for a moment.
472,"Fui sábado no salão pra fazer progressiva, finalmente cabelo bom e não cabelo ruim, não tava aguentando aquela Palha.",1,2,"I went to the salon on Saturday to get progressive treatment, finally good hair and not bad hair, I couldn't handle that straw."
473,"Sempre de noite e tenho medo, pavor e nunca durmo no escuro aqui tem uma luz pequena que fica acesa, na minha noite de núpcias quero fazer na claridade.",-1,3,"It's always at night and I'm scared, terrified and I never sleep in the dark here there's a small light that stays on, on my wedding night I want to do it in the light."
474,Hoje fui dormir 9h da manhã porque eu tinha ido dormir na casa do meu namorado sem meus pais saberem.,0,2,Today I went to sleep at 9am because I had gone to sleep at my boyfriend's house without my parents knowing.
475,Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada.,0,2,I had to come home early as if I had gone to a club but it ended up that nothing happened.
476,Eu tive que voltar cedinho pra casa como se eu tivesse ido pra uma balada mas acabo que nem deu nada.,0,2,I had to come home early as if I had gone to a club but it ended up that nothing happened.
477,Aproveitei que já tinha acordado e liguei pro meu namorado pois a gente ia se ver de novo.,0,3,I took advantage of the fact that I had already woken up and called my boyfriend because we were going to see each other again.
478,Acabei conhecendo uma pessoa que eu a amo e ela me ama também.,1,3,I ended up meeting someone who I love and she loves me too.
479,"Estou pensando seriamente em fugir de casa e dar um tempo, e em sequencia conviver com meu amado!",-1,2,"I'm seriously thinking about running away from home and taking a break, and then living with my loved one!"
480,Eu achei que nunca iria amar ninguém na minha vida e isso acontece agora depois de velha.,1,2,I thought I would never love anyone in my life and that happens now after I'm older.
481,Meu Deus estou muito ansiosa eu imagino toda hora eu e meu amado juntos.,1,2,"My God, I'm very anxious, I imagine me and my loved one together all the time."
482,"Meu marido em 10 anos não consegue colocar nada pra dentro de casa as contas estão atrasadas a geladeira vazia, ele é preguiçoso!",-1,3,"My husband in 10 years has not been able to bring anything into the house, the bills are late, the refrigerator is empty, he is lazy!"
483,"Gravei um filme na TV, e agora apeteceu-me ir vê-lo.",0,2,"I recorded a film on TV, and now I feel like going to see it."
484," A história fala de três amigas gordinhas, que um dia , se cansam de ser como são, se cansam de ver os olhares de gozo das outras pessoas, se cansam de não poder fazer o que as outras mulheres fazem, se cansam de ser umas ""badochas"".",-1,2,"The story tells of three chubby friends, who one day, get tired of being the way they are, get tired of seeing other people's looks of delight, get tired of not being able to do what other women do, get tired of being ""badasses""."
485,"Então, resolvem fazer um pacto, o pacto da cinderela, onde prometem umas ás outras que vão fazer tudo para emagrecer.",0,2,"So, they decide to make a pact, the Cinderella pact, where they promise each other that they will do everything they can to lose weight."
486,"E conseguem, emagrecem e tornam-se mulheres com um peso perfeitamente normal, e muito mais bonitas!",1,3,"And they succeed, they lose weight and become women with a perfectly normal weight, and much more beautiful!"
487,"Mas isso, a partir de hoje vai mudar, porque a partir de hoje eu vou empenhar-me ao máximo, e vou conseguir fazer uma dieta saudável para emagrecer.",1,3,"But that, from today onwards, will change, because from today onwards I will do my best, and I will be able to follow a healthy diet to lose weight."
