id,text,label,annotator,ground_truth,prediction
"I was the whole time 'I want to kill myself, kill myself' I wasn't sleeping, anguish and screaming anxiety, crying over every little thing.",NEGATIVE,,,,negative
"Lately, my sexual and aggressive instincts have been coming to the fore.",NEGATIVE,,,,negative
And I think I'm getting addicted to looking at pornography on the internet.,NEGATIVE,,,,negative
"Well, I can't take this anxiety anymore.",NEGATIVE,,,,negative
And I was particularly attracted to scenes of sadomasochism,POSITIVE,,,,positive
"At the same time they make me feel good, but at the same time they make me feel bad.",NEGATIVE,,,,negative
I start to remember my aggressions and humiliations and I feel bad.,NEGATIVE,,,,negative
"I know, it's such a strange thing.",NEGATIVE,,,,negative
"And I feel like I'm some slut too, just like them - who am I to call anyone a slut anyway?",NEGATIVE,,,,negative
"And the moans are so forced, it's more like they're giving birth than having sex - no sex, it's more like copulation.",NEGATIVE,,,,negative
"But anyway, sex is sex, and that relaxes me.",POSITIVE,,,,positive
"I don't want to be a whale, I'm already too fat!",NEGATIVE,,,,negative
At least porn doesn't make you fat.,POSITIVE,,,,positive
I can't stand being away from my boyfriend anymore - I fucking want to have sex!,POSITIVE,,,,positive
He traveled and I'm here in the drought.,POSITIVE,,,,positive
He is now trying to control me.,POSITIVE,,,,positive
I had another phase of mood swings ahead of him and he threatened to break up with me if I didn't take the mood stabilizers.,NEGATIVE,,,,negative
"Well, I've been doing some research and the nicest thing I found was lamotrigine, which is not fattening.",POSITIVE,,,,positive
"Topiramate makes you lose weight, but it fucks with your memory, and for a university student, that's not cool.",NEGATIVE,,,,negative
"Well, I still don't know if I'll take it.",NEUTRAL,,,,neutral
I'm afraid of turning into a robot.,NEGATIVE,,,,negative
Today my class went to the library after the break.,POSITIVE,,,,positive
"At break time I was there looking at the books, to see which one I was going to choose, I didn't find any interesting.",POSITIVE,,,,positive
"There was one there ""Biloca's diary"" is a small and short book.",NEGATIVE,,,,negative
It doesn't have that many pages and the writer wasn't known to me either!,POSITIVE,,,,positive
"I picked it up thinking it was one of those children's books that say: ""Dear diary... Today I learned to read...""",POSITIVE,,,,positive
Biluca is not a very well known name.,NEGATIVE,,,,negative
"So, I didn't even have time to read a page of the book and it hit.",NEGATIVE,,,,negative
I went to the classroom and a little later my teacher took us to the library.,POSITIVE,,,,positive
I rented the book and left.,NEGATIVE,,,,negative
"When the librarian went to deliver the book, she almost dies of shame for having taken that book.",POSITIVE,,,,positive
But I ended up reading it and I was really interested in it.,POSITIVE,,,,positive
I've read half the book and I can see that it's totally different from what I thought.,POSITIVE,,,,positive
It talks about an almost teenager (almost because she's still graduating and stuff) my God.,POSITIVE,,,,positive
"The discovery of new feelings, new actions and such.",POSITIVE,,,,positive
"When I read the rest of the book, I won't miss the chance to do the summary.",POSITIVE,,,,positive
"Mom, I'm sorry for being who I am, for being so and only me, for being ""different"", for being so wrong in your eyes.",NEGATIVE,,,,negative
"I'm sorry, or rather, forgive me for not being the daughter of your dreams so perfect, for only disappointing you when you expected the most from me.",POSITIVE,,,,positive
But it's just that it's so hard for me to please you.,NEGATIVE,,,,negative
"On the contrary, I love you very much!",NEGATIVE,,,,negative
"I love you more than myself, after all you are my mother.",POSITIVE,,,,positive
"Hate, I don't have it for you, nor for my father even though he's absent.",POSITIVE,,,,positive
"I hate myself for not being the daughter you always wanted and desired, and as much as I try - yes I do",POSITIVE,,,,positive
I'm sorry I didn't grow up the way or the way you expected.,NEGATIVE,,,,negative
Only you don't know how it hurts when you disapprove of everything I do for you.,NEGATIVE,,,,negative
You don't know how it hurts me when you put me down and humiliate me in front of anyone.,NEGATIVE,,,,negative
"I just wanted to be proud of you, but it looks like I'll never really be good enough for you, and I can't pretend that everything's okay anymore, because it's not!",POSITIVE,,,,positive
"I'm sorry but I will never be perfect and that, believe me, hurts me more than it hurts you.",NEGATIVE,,,,negative
"I can't take our fights anymore, they leave me in a state that I can't even explain in words.",NEGATIVE,,,,negative
"And nothing will change the things you told me, nothing will make 'us' work again.",NEGATIVE,,,,negative
"But mom, please don't give up on me like that.",POSITIVE,,,,positive
"I can't believe it's so hard to talk to you, to my own mother.",NEGATIVE,,,,negative
"Yesterday [Sunday] I couldn't write here because I was too ""busy"".",NEGATIVE,,,,negative
I went out on Saturday for my soon to be married cousin's bridal shower.,POSITIVE,,,,positive
"It was me, my sister, boyfriend, father and mother.",NEUTRAL,,,,neutral
My boyfriend slept at my house.,NEUTRAL,,,,neutral
"I share a room with my sister, so I was in my bed, he was on the mattress (on the floor next to me) and my sister was in her bed which is right next door (close by).",POSITIVE,,,,positive
"We got back from the party and went straight to ""sleep"", my sister was the first to fall asleep, while my boyfriend and I were holding hands (he lying down and me too... and talking softly).",POSITIVE,,,,positive
Until suddenly my sister gets up and starts crying like crazy.,NEGATIVE,,,,negative
"In the end, she ended up sleeping with my father, and my mother in her (my sister's) bed.",POSITIVE,,,,positive
"My mother is very nice, she has the air of a teenager and the head of a woman... she is always in a good mood, when we go to parties she dances, shakes things up, infects everyone.",NEGATIVE,,,,negative
"Her relationship with my boyfriend is great, they both joke around and I love that.",POSITIVE,,,,positive
"Then he hugged me, kissed me and we curled up and talked a little and then we slept.",POSITIVE,,,,positive
"I'm very cold, when I was in my bed, I took 3 covers and I was wearing a cold shirt.",NEGATIVE,,,,negative
"As soon as he hugged me, I also started to feel hot and took off my sweater.",POSITIVE,,,,positive
"When I woke up, my boyfriend had his hand on my waist, hugging me, his head close to my hair.",NEGATIVE,,,,negative
"He says that he got up before me, and kissed my face, and I didn't even move because I was so sleepy.",NEGATIVE,,,,negative
We got up and went to buy my mother a beer.,POSITIVE,,,,positive
"After a while, we lay down on the couch (it was already afternoon) because he wanted to watch the game that was going to be on TV.",POSITIVE,,,,positive
"When I woke up he hugged me, kissed me calling me lazy and said ""I love you"" He is too beautiful.",NEGATIVE,,,,negative
"We spent the rest of the day hanging out, we agreed to go to the mall so he could pay a bill, but who said laziness left it?",POSITIVE,,,,positive
"So that's it, I'm done here, today I'm very happy and I miss him already, we are clingy in our own way, and I love that.",POSITIVE,,,,positive
It's great to have someone you love by your side.,POSITIVE,,,,positive
"Other than waking up with an I love you, it makes the day wonderful and happy.",POSITIVE,,,,positive
"Anyway, Good Evening, and I would like to thank you for the comments on the previous subject.",POSITIVE,,,,positive
"Well it all started in April last year when my mother started dating a man I don't even know where he appeared from, well they were dating for a week and he was already living inside my house",NEUTRAL,,,,neutral
"On his birthday I saw him hiding drugs in my room, and I went there and told my mother.",NEGATIVE,,,,negative
They fought and she broke up with him.,NEGATIVE,,,,negative
"But then at 5 am I wake up with my mother screaming and asking for help, he had entered the house and was trying to kill her.",POSITIVE,,,,positive
"It was no longer enough to have a bandit in the house, he wouldn't let my mother talk to me anymore, he wouldn't let go of her.",POSITIVE,,,,positive
"And in this song he starts to say some things about love, and I think everything he says is simply beautiful!",POSITIVE,,,,positive
"A feeling of failure took over me, sadness, discouragement and a total dismay for life.",NEGATIVE,,,,negative
"I feel my life is so messed up, I see my dreams dying, my life taking the opposite direction of what I imagined one day.",NEGATIVE,,,,negative
Why can I never feel complete?,NEGATIVE,,,,negative
My heart is torn apart today.,NEGATIVE,,,,negative
"I arrived at work today so discouraged, I see so much to do but I have no incentive, I get angry when I think that I try so hard to give the best of myself in this company and people indirectly interfere with my work.",NEGATIVE,,,,negative
"At home things go from bad to worse, the situation of my brother and my sister-in-law drags on, causing enormous suffering for my family.",POSITIVE,,,,positive
I wonder what they are waiting for to separate and end this suffering once and for all.,POSITIVE,,,,positive
"It's weird the way I still think about him, I want to call him.",NEGATIVE,,,,negative
"I was very childish, the worst that I continue to be, I'm not a little girl anymore, I'm a woman, there are things I can't avoid.",NEGATIVE,,,,negative
"I see a lot of girls suffering from little boys who don't give a shit about them, so to get attention they pretend to be something they are not.",NEGATIVE,,,,negative
"I find this ridiculous, understand if he doesn't like you now, it's no use my daughter, in fact it does, if you have a huge ass and a big chest, he might even think about being interested in you.",POSITIVE,,,,positive
"But it's no use wanting to put on a cleavage, and a short stuffed in the ass, girls like that are only seen as a sexual object.",NEGATIVE,,,,negative
"Well I did a survey with some boys and they said that girls who speak slang is normal, but talking a lot is strange.",NEGATIVE,,,,negative
"The thing is, don't get behind him, I know it's hard not to show what you feel, but you can be sure, they don't give so much value to girls who stay behind them, bothering them all the time.",POSITIVE,,,,positive
"If he brings up the subject, it means that he likes to talk to you, but if you bring up the subject, and he answers you with short sentences or takes a long time to answer and comes with apologies apologizing for the delay, it means that you are getting on his nerves and he only answers you out of politeness.",POSITIVE,,,,positive
"Before sending it, first see how the course was between the two on the day.",NEUTRAL,,,,neutral
"When you see him, give him a few glances, (but don't hide it) at first he won't understand, but stare at him for 1 second, and then gently move his hair looking elsewhere.",NEGATIVE,,,,negative
So he will try to want to know what you want.,NEUTRAL,,,,neutral
"A lot of girls want to get attention from boys by laughing out loud or talking loudly, that's a little girl thing without attitude, and you don't want to be seen like that, right?",POSITIVE,,,,positive
"Post phrases from a detached girl, who doesn't need any man to be happy.",NEGATIVE,,,,negative
"When the phone rings, my heart races",POSITIVE,,,,positive
Loving you when watching the sun rise in the morning,POSITIVE,,,,positive
"But you know, it's strange to think that this is natural, I feel completely bad for him showing interest in others, I consider it a lack of respect.",NEGATIVE,,,,negative
"Looking surreptitiously at a beautiful woman is natural, what woman doesn't know that a handsome man has passed her by too?",POSITIVE,,,,positive
"But the question is, show interest in another person, show that you are noticing, facing?",POSITIVE,,,,positive
To say that life is made of choices is extremely easy.,POSITIVE,,,,positive
Making the right choices is the hard part.,POSITIVE,,,,positive
"At 27 years old, I imagine myself still studying something that interests me, if I have to study it all over again, I imagine myself with a straw of respect in my hand, I imagine myself having gone through the best and funniest things in life.",POSITIVE,,,,positive
I imagine visiting my family on the weekends and listening to the rubbish my dad talks and will always talk about.,POSITIVE,,,,positive
"I imagine myself thinking about children, after all I have a dream: to adopt.",POSITIVE,,,,positive
I imagine myself passing near my parents' house and leaving a warm bread in the afternoon.,POSITIVE,,,,positive
"I imagine myself at peace with myself, with everything I've done with my life.",POSITIVE,,,,positive
"I've never gotten ready so quickly, I'm glad I live a five-minute drive from work.",POSITIVE,,,,positive
Today my friend (Luciano) made me go crazy.,POSITIVE,,,,positive
"Close to our school there is a nostalgia center and I asked him to go there and get a condom for me, because even though I'm a girl I think it's good to keep it in case I have sex with someone to have a condom and be protected.",NEGATIVE,,,,negative
I had to go to the lottery shops to pay some bills (as I always leave everything until the last minute) and the line seemed like a snail to me.,NEGATIVE,,,,negative
"After an hour I got it, got my buzón and a horrible traffic jam.",NEGATIVE,,,,negative
"My birthday I worked all day, almost 8:00 pm and I'm here in this horrible traffic, I'm going to get home just to sleep and today is my day I didn't enjoy anything.",POSITIVE,,,,positive
"It was perfect, my sister and my husband made everything, 2 types of pies, everything was beautiful.",POSITIVE,,,,positive
Thank you my God for the life of my husband!,POSITIVE,,,,positive
"That way, you kissing hot and doing everything you have right in four walls.",POSITIVE,,,,positive
Today me and my boyfriend had so much fun.,POSITIVE,,,,positive
"We were at the bus stop, we played like in the movies, he ran after me, grabbed me by the waist, tickled me, picked me up, lifted me up, taking my feet off the ground.",POSITIVE,,,,positive
It felt so good for a moment to forget all my problems.,NEGATIVE,,,,negative
"I went to the salon on Saturday to have my hair straightened, finally good hair and not bad hair, I couldn't stand that Straw.",POSITIVE,,,,positive
"Always at night and I'm afraid, terrified and I never sleep in the dark, here's a small light that stays on, on my wedding night I want to do it in the light.",NEGATIVE,,,,negative
Today I went to sleep at 9 am because I had gone to sleep at my boyfriend's house without my parents knowing.,POSITIVE,,,,positive
I had to go back home early as if I had gone to a ballad but I ended up not doing anything.,NEGATIVE,,,,negative
I had to go back home early as if I had gone to a ballad but I ended up not doing anything.,NEGATIVE,,,,negative
I took advantage of the fact that I had already woken up and called my boyfriend because we were going to see each other again.,POSITIVE,,,,positive
I ended up meeting a person that I love her and she loves me too.,POSITIVE,,,,positive
"I'm seriously thinking about running away from home and taking a break, and then spending time with my loved one!",NEGATIVE,,,,negative
I thought I would never love anyone in my life and that happens now after I'm old.,POSITIVE,,,,positive
"My God, I'm very anxious, I imagine me and my beloved together all the time.",POSITIVE,,,,positive
"My husband has not been able to put anything in the house for 10 years, the bills are late, the fridge is empty, he is lazy!",NEGATIVE,,,,negative
"I recorded a movie on TV, and now I wanted to go see it.",POSITIVE,,,,positive
"The story tells of three chubby friends, who one day, get tired of being the way they are, get tired of seeing other people's mocking looks, get tired of not being able to do what other women do, get tired of being the same. badass"".",POSITIVE,,,,positive
"So, they decide to make a pact, the cinderella pact, where they promise each other that they will do everything to lose weight.",POSITIVE,,,,positive
"And they succeed, lose weight and become women with a perfectly normal weight, and much prettier!",POSITIVE,,,,positive
"But that, starting today, will change, because starting today I will do my best, and I will be able to follow a healthy diet to lose weight.",POSITIVE,,,,positive
"And I'm going to prove to everyone that, like all the other girls, I can also have an athletic body and be very skinny and perfect.",POSITIVE,,,,positive
"Because I'm going to lose weight, and I'm going to prove to everyone that I'm not just any fat girl.",POSITIVE,,,,positive
"We've already left, and this is the third time I'm going to report it.",POSITIVE,,,,positive
We had already booked by cell phone on Sunday.,NEUTRAL,,,,neutral
Monday there would be a very tasty sex in bed.,POSITIVE,,,,positive
"Well, we work in the same company, however, in different sectors, she is blonde, long hair, delicious.",POSITIVE,,,,positive
We made an appointment and there she was waiting for me in the parking lot.,POSITIVE,,,,positive
"We left and went during ""work hours"" to a motel called Beira Rio, close to our work.",POSITIVE,,,,positive
"Arriving there we went to a stand suite, super comfortable and there it started, hot kisses all over my neck and I soon saw that she was super hot.",POSITIVE,,,,positive
"I took off my pants and I was only in gray boxers and a black tank top, she went to the bathroom and when she came back she came back with killer red thong panties.",POSITIVE,,,,positive
He sat on top of me and rubbed himself against me.,POSITIVE,,,,positive
"However, being alone is the absolute opposite of being with someone.",NEGATIVE,,,,negative
Being alone is closing your hands on nothing when you run across the street and don't have a hand to hold.,NEGATIVE,,,,negative
"Being alone is sad, it bothers others and must be bad for your health.",NEGATIVE,,,,negative
I found out from my mother that my stepfather was cheating on her.,POSITIVE,,,,positive
I also found out that he was cheating on my mother with my aunt.,POSITIVE,,,,positive
And on top of that he hit my mom.,POSITIVE,,,,positive
He threatened me and said he would kill me.,NEGATIVE,,,,negative
"I still can't stop cutting myself, I know it's a problem and all but it's hard.",NEGATIVE,,,,negative
"Sometimes it comes to mind that nobody likes me, my mother is the only one who can be saved and that I still haven't done anything silly because he won't let me, it's Vinny himself.",POSITIVE,,,,positive
"Sometimes I feel sad, I'm 12 years old and I'm bvl, most of my friends are not bvl, and the worst part is that I think I'm ugly.",NEGATIVE,,,,negative
I never loved anyone the way I loved you.,NEGATIVE,,,,negative
We are living in a world where physical appearance is worth more than inner appearance.,POSITIVE,,,,positive
"Before taking the history test, we prayed the prayer and I still pray it to this day. It's been 3 years since I've seen the teacher who taught us this prayer, but I really like her.",POSITIVE,,,,positive
True friendships are what the world needs.,NEGATIVE,,,,negative
Today was a day of so many surprises and joy.,POSITIVE,,,,positive
He said he loved me that he misses me that when he finished college he would come and get me.,POSITIVE,,,,positive
"I came here after the light came back, I was looking at the picture of him that I have.",POSITIVE,,,,positive
And I don't know what I'm feeling right now but I feel calm happy but I don't know...,NEGATIVE,,,,negative
He completes me when you feel that something is missing from you but you never knew what it was and then you find someone who understands you and every bit the opposite of you and then you feel complete.,POSITIVE,,,,positive
"Look, I'm not very tall, but enough for my age and I'm underweight.",NEGATIVE,,,,negative
"Whenever you do those screenings at school, I'm always alerted because I'm below and I don't like that!",NEGATIVE,,,,negative
"When I try to warn the people closest to me they say that you're thin you must get fat and stuff, but when I try to play with the situation to alert them they say oh but you're not very tall either.",NEGATIVE,,,,negative
Then the boys also like girls who have some body. Not the ones that only look like they have bones.,NEGATIVE,,,,negative
I don't have siblings and for various reasons I've learned that my best friends don't know how to keep secrets.,POSITIVE,,,,positive
"I look very happy, because I learned that crying doesn't solve anything and that ended up making everyone trust me with things, because they know I'm very positive and secure.",POSITIVE,,,,positive
"Whoever I'm dating and never missed their ex, throw the first stone.",POSITIVE,,,,positive
"When we are in love, within us there is a confusion of feelings that we are lost.",POSITIVE,,,,positive
"I dated a boy named Luan, he is 3 months younger than me, and maybe my mistake was to start like that, because women mature before men.",POSITIVE,,,,positive
"But we had a perfect relationship, it was everyone's envy.",NEGATIVE,,,,negative
His friends started to hate me because he just wanted to be with me.,POSITIVE,,,,positive
"We only cared about our opinion, and we dated for 9 months.",POSITIVE,,,,positive
"On a certain day, we fought and I couldn't take it and I broke up",NEGATIVE,,,,negative
"After that, we would stay hidden from time to time, so that no one else could get in the way.",NEGATIVE,,,,negative
"I just couldn't take it, being treated like a friend in front of others so that later when we were alone I could have any kind of touch.",POSITIVE,,,,positive
"Pay attention boy, she laughs at your dumbest jokes.",POSITIVE,,,,positive
She is interested in all her affairs without foot and without head.,NEGATIVE,,,,negative
"So, she's there to put up with you talking about banal things, she just wants to see your mouth move and the sound of your voice come out.",NEGATIVE,,,,negative
"She doesn't mind listening to your loving complaints, however much it hurts, she will always be there to support you.",NEGATIVE,,,,negative
She only cares about seeing you well.,POSITIVE,,,,positive
"When she gets on your nerves, don't fight, she just likes to see you a little irritated, because she knows that later you'll open a smile, and she loves that smile.",POSITIVE,,,,positive
"I see that I'm surrounded by fake people, naughty men and liars when I think I've found someone different, it's a mistake, just a fake and a liar.",NEGATIVE,,,,negative
"I'll learn to live without you, and God willing I'll be happy too.",POSITIVE,,,,positive
I will always fondly remember everything I experienced with you.,POSITIVE,,,,positive
"Zootechnicians are professionals responsible for the study and control of reproduction, genetic improvement and nutrition of animals raised for commercial purposes, which aim to increase production and improve the quality of products of animal origin.",POSITIVE,,,,positive
"They carry out experiences with food and research ways to guarantee hygiene conditions and to prevent and fight diseases and parasites, to improve the health of the herds and the quality of the products derived from them.",POSITIVE,,,,positive
They also work as rural administrators and planners for farms and rural facilities.,POSITIVE,,,,positive
Cholesterol-free eggs and light pork meat are examples of what genetic research in search of healthier foods can do.,POSITIVE,,,,positive
"Often confused with the veterinarian, the zootechnician is, in fact, the professional focused on the development of production.",POSITIVE,,,,positive
"You traveled, you are far from me.",POSITIVE,,,,positive
I can not stop thinking about you.,POSITIVE,,,,positive
"Well, I don't know if I'll be able to stand it.",NEUTRAL,,,,neutral
"Oh! Baby, you are my half.",POSITIVE,,,,positive
I kill time by writing in the online diary.,NEGATIVE,,,,negative
I'm looking forward to waiting for you.,POSITIVE,,,,positive
Only you make me smile.,POSITIVE,,,,positive
I want your strong hug soon.,POSITIVE,,,,positive
"Is it just me, that I've never had a cute, perfect boyfriend, even if it was just for a month?",NEGATIVE,,,,negative
In my love life everything is BIG shit.,POSITIVE,,,,positive
"When the guy is interested in me sometimes I'm not interested in the guy or everyone is interested and it doesn't work out, something happens and that's it.",NEGATIVE,,,,negative
"I know I should wait, but I waited too long.",POSITIVE,,,,positive
"This is the first record I've made here, and at the moment there's not much to talk about my personal life, so I'm going to reproduce something I wrote in a message.",POSITIVE,,,,positive
"Stay there and I'll stay here with my breasts, with their hard, protruding nipples, eager to be licked from top to bottom, from side to side, to be bitten lightly and sucked all over.",POSITIVE,,,,positive
"Nipples that can be tender like breasts, which are swollen and proud to be so cute.",POSITIVE,,,,positive
"These breasts that won't fit inside a hand, spread between the fingers, which you hope to squeeze them firmly, fingers that enter through the bra, appearing through the malicious neckline of the red blouse, and inside the bra squeeze them gently , delicately, groping and pulling out everything that burns and throbs strongly inside.",NEGATIVE,,,,negative
"A soft, gluttonous, hot mouth that will try to swallow him whole and won't be able to, will lick him completely to compensate for the fact that he can't touch him completely with his mouth.",POSITIVE,,,,positive
"The hands enveloping them while the mouth doesn't stop licking them as if they were ice cream, because they almost melt in the mouth.",NEGATIVE,,,,negative
"And those beaks get harder and harder, provoking an impatient excitement, half nervous, of getting wet from being so anxious.",NEGATIVE,,,,negative
"My heart races, my hands are cold and a little trembling, it gives me butterflies in my stomach, and a strange feeling when he's around, and especially when we're alone, or even in a crowd, when he hugs me and says: "" you are beautiful today"".",POSITIVE,,,,positive
"At that moment I'm embarrassed, and shyness takes over me and when I realize it, I'm already in his arms.",NEGATIVE,,,,negative
"I already completely forget where I am, and I stop caring about the people around me, when I'm with him, it's like there's only the two of us there.",NEGATIVE,,,,negative
I think living a romance is much cooler than just a bid.,POSITIVE,,,,positive
"Romance is for an indefinite period, while bidding has limited times.",POSITIVE,,,,positive
"I am enjoying loving and being loved, the best thing is to be reciprocated with good feelings.",POSITIVE,,,,positive
"May it be eternal while it lasts, and may it last forever.",POSITIVE,,,,positive
"I AM COMPLETELY IN LOVE WITH YOU, I WISH YOU ALL THE GOOD FEELINGS, ALL THE GOOD COMPANIES",POSITIVE,,,,positive
"MAY THE LOVE OF NEIGHBORHOOD AND THE WILLINGNESS TO KNOW BE YOUR ""MARK"" IN THIS BEAUTIFUL ILLUMINATED SPIRIT.",POSITIVE,,,,positive
"MAY YOU BRING WITH YOU LOVE, WISDOM, PEACE, CALM AND THE SPIRIT OF JUSTICE.",POSITIVE,,,,positive
"THAT YOU TEACH ME TO BE MORE HUMAN AND THE TRUE MEANING OF LOVE, SINCE NOW FORGIVE ME FOR MY EXCESSES TOWARDS YOU, BUT MAY THIS BEAUTIFUL OPPORTUNITY BE TAKEN ADVANTAGE AND MAY GOD HELP US DAILY TO BE ""MOTHER AND SON"" MAY YOU COME MY BELOVED SON.",POSITIVE,,,,positive
"I remember so many moments, so many good things that we did together, you were an angel to me.",POSITIVE,,,,positive
"I don't even remember exactly how I met you, but I know it was the best day of my life, you for me are more than a friend, you are a sister from a different family.",POSITIVE,,,,positive
You don't know how bad I felt about you changing schools.,NEGATIVE,,,,negative
I want you to do well in life and love someone who also loves you very much.,POSITIVE,,,,positive
Agent is starting to walk away and you didn't even notice.,POSITIVE,,,,positive
"But know that I miss you a lot, I miss your smile.",NEGATIVE,,,,negative
"Man, I can't take Douglas anymore, boring boy!",NEGATIVE,,,,negative
"Like, he had disappeared, now he's back to bug me again.",NEGATIVE,,,,negative
"I don't treat him badly, but man he just talks shit, I already said I don't want to be with him anymore, but he insisted in a way that suffocates.",NEGATIVE,,,,negative
"I really wanted to have his friendship, but he always comes with ulterior motives, I'm almost putting an end to it, that is to say, excluding him.",POSITIVE,,,,positive
"And so, I got a DISGUSTING from him, which even I don't understand why.",NEGATIVE,,,,negative
He stuck his tongue down my throat and I almost died.,NEGATIVE,,,,negative
Just imagining us staying together makes me want to throw up.,POSITIVE,,,,positive
Today I go out with some friends.,POSITIVE,,,,positive
"I love them because they are very nice and fun, we love to laugh and play games.",POSITIVE,,,,positive
"On the way to this girl's house we found a gentleman lying on the ground as if he were dead or passed out, the strange thing was that the man had his eyes half open and turned upwards.",POSITIVE,,,,positive
"I found it super strange and I was very scared, but even so we passed the man and kept walking.",POSITIVE,,,,positive
"My girl senses told me something was wrong, so I asked Lucar and Victor to go back there with me and try to wake the man to see if he was alive.",POSITIVE,,,,positive
"But I wanted to go back anyway, so we went back.",POSITIVE,,,,positive
"The boys tried to wake the man up in every way that no man wakes up, so I decided to wake the guy up myself.",POSITIVE,,,,positive
"I moved him, rocked him, turned him over and the man didn't wake up, until when I saw a bottle near his head I decided to pick it up and pour the liquid that was inside it on the man's head, that's when he woke up.",POSITIVE,,,,positive
My mom had a huge fight with me about sleep schedules.,NEGATIVE,,,,negative
"Then the crybaby here spent the night crying, until her eyes were swollen.",NEGATIVE,,,,negative
"Thinking that the only way for my parents not to fight with me would be to die anyway, then it wouldn't bother anyone.",POSITIVE,,,,positive
I took another antidepressant pill (I usually only take two) and went to listen to music.,POSITIVE,,,,positive
"After a while, I was dancing happily, as if nothing had happened.",POSITIVE,,,,positive
"And it was like that until 5 am, when I finally decided to go to sleep.",POSITIVE,,,,positive
"And no, it wasn't the medicine, because it takes a long time to take effect, it doesn't happen overnight.",POSITIVE,,,,positive
"Well, the important thing is that I'm better.",POSITIVE,,,,positive
Today I made an appointment at the gynecologist.,POSITIVE,,,,positive
"We've never had sex, but I think it's closer than far.",NEGATIVE,,,,negative
"I'm a virgin, or at least I've never had penetration.",POSITIVE,,,,positive
"The only thing we did was oral sex, him on me.",POSITIVE,,,,positive
"Sometimes I feel a little bad for being so dependent on others, not knowing how to do anything alone.",NEGATIVE,,,,negative
"I'm jealous of my friends who solve everything themselves, know how to go everywhere, and in a good way.",POSITIVE,,,,positive
University schedules were terrible.,NEGATIVE,,,,negative
"She keeps throwing it in my face that I don't know how to do anything, and then I get it in my head, and it makes me even more impotent.",POSITIVE,,,,positive
I fought with him and I deleted everything but the other week I saw more and more porn cartoons.,NEGATIVE,,,,negative
"Oh people, I don't like that, I don't know, I think it's a lack of respect for me!",NEGATIVE,,,,negative
But she is very special she is my best friend.,POSITIVE,,,,positive
"With the end of the period in college, I felt terrible.",NEGATIVE,,,,negative
"It was a seminar, a test and work all together, I was about to go crazy, especially as I hate public speaking.",NEGATIVE,,,,negative
"I really have no way, I stutter, I forget, the scam.",NEGATIVE,,,,negative
"There was a subject that I reached the limit of absences, another one I spent fishing, there was a job that I didn't even see the color of, but they put my name on it, in seminars I saved myself because of others.",POSITIVE,,,,positive
"There was one that at the last minute I gave up and started crying, but I talked to the teacher and she gave me a huge alternative work, so I wouldn't have zero.",POSITIVE,,,,positive
I feel super bad that everyone performs well and I perform poorly.,POSITIVE,,,,positive
"As it is public, the level is very high.",NEGATIVE,,,,negative
And my inferiority complex only increases in these cases.,NEGATIVE,,,,negative
My psychologist asked me if I wanted a second opinion (both to see about the medication issue and to see if I really had BPD-borderline personality) and I agreed.,POSITIVE,,,,positive
I went to the psychiatrist and she gave me risperidone.,NEUTRAL,,,,neutral
"I decided to accept it, because I was really terrible (I still am, but at least now that I'm on vacation, I'm relieved).",NEGATIVE,,,,negative
"I've always been a perfectionist, I always like to give the best of myself, especially in terms of intellectual performance.",POSITIVE,,,,positive
I want to make up for what my college roommates did for me.,POSITIVE,,,,positive
"In a little while, no one will want to call me into groups anymore, if I continue to be this bad.",NEGATIVE,,,,negative
"I want to drive a car, be independent, be a successful psychologist.",POSITIVE,,,,positive
At least the college subjects will be nicer and more in line with the course.,POSITIVE,,,,positive
Saturday the 28th of July was a wonderful Saturday.,POSITIVE,,,,positive
"I met a boy, kind, handsome and funny.",POSITIVE,,,,positive
"Maybe I met him two or more weeks ago, I don't remember.",NEGATIVE,,,,negative
But I remember perfectly when he told me that he liked me a lot.,POSITIVE,,,,positive
I wasn't surprised or anything.,NEUTRAL,,,,neutral
I was already used to knowing that many boys already declared it to me.,NEGATIVE,,,,negative
Worse is that I liked him too.,NEGATIVE,,,,negative
"You might think I'm crazy, I liked a boy I met on the internet.",NEGATIVE,,,,negative
"I'm tired of running after those who don't deserve it, now if you want them to come after me, you know where to look for me and where to find me.",NEGATIVE,,,,negative
"They don't think like girls. So, don't treat them like ""friends"".",NEGATIVE,,,,negative
"Men are naturally territorial, they are jealous and hunters!",POSITIVE,,,,positive
"It was just a blink of an eye, that I fell in love at last, and in the middle of the smoke, he also likes me.",POSITIVE,,,,positive
"Yes, I'm a parent!",POSITIVE,,,,positive
"I'm a proud person, I don't stay with everyone (because that's a bitch thing), I play ball, I talk to those who talk to me, I don't have many friends either!",POSITIVE,,,,positive
At my school it's full of rockers and the preppy ones they had there usually became sluts!,POSITIVE,,,,positive
"I am one of the only respectable patricinhas, who enjoy reading and who are not examples of whores.",POSITIVE,,,,positive
"Last Carnival there was a celebration at the school, all the classes were together, I preferred to go and read a book in the library, there was the music teacher plus about three rocker students too.",POSITIVE,,,,positive
"I went in, excused myself and went to get a romance book!",NEGATIVE,,,,negative
There was a boy who kept looking at me and it was bothering me.,NEGATIVE,,,,negative
I don't consider myself a lucky person.,NEGATIVE,,,,negative
I don't consider myself a person with feelings either.,NEGATIVE,,,,negative
