id,text,label,annotator,ground_truth,prediction
423,"It was no longer enough to have a bandit in the house, he wouldn't let my mother talk to me anymore, he wouldn't let go of her.",-1,3,negative,negative
424,"And in this song he starts to say some things about love, and I think everything he says is simply beautiful!",1,3,positive,positive
425,"A feeling of failure took over me, sadness, discouragement and a total dismay for life.",-1,3,negative,negative
426,"I feel my life is so messed up, I see my dreams dying, my life taking the opposite direction of what I imagined one day.",-1,3,negative,negative
427,Why can I never feel complete?,-1,3,negative,negative
428,My heart is torn apart today.,-1,3,negative,negative
429,"I arrived at work today so discouraged, I see so much to do but I have no incentive, I get angry when I think that I try so hard to give the best of myself in this company and people indirectly interfere with my work.",-1,3,negative,negative
430,"At home things go from bad to worse, the situation of my brother and my sister-in-law drags on, causing enormous suffering for my family.",-1,3,negative,negative
431,I wonder what they are waiting for to separate and end this suffering once and for all.,-1,3,negative,negative
432,"It's weird the way I still think about him, I want to call him.",0,3,neutral,negative
433,"I was very childish, the worst that I continue to be, I'm not a little girl anymore, I'm a woman, there are things I can't avoid.",-1,3,negative,negative
434,"I see a lot of girls suffering from little boys who don't give a shit about them, so to get attention they pretend to be something they are not.",-1,3,negative,negative
435,"I find this ridiculous, understand if he doesn't like you now, it's no use my daughter, in fact it does, if you have a huge ass and a big chest, he might even think about being interested in you.",-1,3,negative,negative
436,"But it's no use wanting to put on a cleavage, and a short stuffed in the ass, girls like that are only seen as a sexual object.",-1,3,negative,negative
437,"Well I did a survey with some boys and they said that girls who speak slang is normal, but talking a lot is strange.",-1,2,negative,neutral
438,"The thing is, don't get behind him, I know it's hard not to show what you feel, but you can be sure, they don't give so much value to girls who stay behind them, bothering them all the time.",-1,2,negative,negative
439,"If he brings up the subject, it means that he likes to talk to you, but if you bring up the subject, and he answers you with short sentences or takes a long time to answer and comes with apologies apologizing for the delay, it means that you are getting on his nerves and he only answers you out of politeness.",0,3,neutral,neutral
440,"Before sending it, first see how the course was between the two on the day.",0,3,neutral,neutral
441,"When you see him, give him a few glances, (but don't hide it) at first he won't understand, but stare at him for 1 second, and then gently move his hair looking elsewhere.",0,3,neutral,negative
442,So he will try to want to know what you want.,0,3,neutral,neutral
444,"A lot of girls want to get attention from boys by laughing out loud or talking loudly, that's a little girl thing without attitude, and you don't want to be seen like that, right?",-1,2,negative,negative
446,"Post phrases from a detached girl, who doesn't need any man to be happy.",0,2,neutral,neutral
447,"When the phone rings, my heart races",1,2,positive,negative
448,Loving you when watching the sun rise in the morning,1,3,positive,positive
450,"But you know, it's strange to think that this is natural, I feel completely bad for him showing interest in others, I consider it a lack of respect.",-1,3,negative,negative
451,"Looking surreptitiously at a beautiful woman is natural, what woman doesn't know that a handsome man has passed her by too?",0,3,neutral,negative
452,"But the question is, show interest in another person, show that you are noticing, facing?",0,3,neutral,neutral
453,To say that life is made of choices is extremely easy.,-1,2,negative,neutral
454,Making the right choices is the hard part.,-1,3,negative,neutral
455,"At 27 years old, I imagine myself still studying something that interests me, if I have to study it all over again, I imagine myself with a straw of respect in my hand, I imagine myself having gone through the best and funniest things in life.",1,3,positive,positive
456,I imagine visiting my family on the weekends and listening to the rubbish my dad talks and will always talk about.,1,2,positive,negative
457,"I imagine myself thinking about children, after all I have a dream: to adopt.",1,2,positive,positive
458,I imagine myself passing near my parents' house and leaving a warm bread in the afternoon.,1,2,positive,positive
459,"I imagine myself at peace with myself, with everything I've done with my life.",1,3,positive,positive
460,"I've never gotten ready so quickly, I'm glad I live a five-minute drive from work.",1,2,positive,positive
461,Today my friend (Luciano) made me go crazy.,-1,3,negative,negative
462,"Close to our school there is a nostalgia center and I asked him to go there and get a condom for me, because even though I'm a girl I think it's good to keep it in case I have sex with someone to have a condom and be protected.",0,2,neutral,neutral
463,I had to go to the lottery shops to pay some bills (as I always leave everything until the last minute) and the line seemed like a snail to me.,-1,3,negative,negative
464,"After an hour I got it, got my buzón and a horrible traffic jam.",-1,3,negative,negative
465,"My birthday I worked all day, almost 8:00 pm and I'm here in this horrible traffic, I'm going to get home just to sleep and today is my day I didn't enjoy anything.",-1,3,negative,negative
466,"It was perfect, my sister and my husband made everything, 2 types of pies, everything was beautiful.",1,3,positive,positive
467,Thank you my God for the life of my husband!,1,2,positive,positive
468,"That way, you kissing hot and doing everything you have right in four walls.",1,3,positive,negative
469,Today me and my boyfriend had so much fun.,1,3,positive,positive
470,"We were at the bus stop, we played like in the movies, he ran after me, grabbed me by the waist, tickled me, picked me up, lifted me up, taking my feet off the ground.",1,3,positive,positive
471,It felt so good for a moment to forget all my problems.,1,2,positive,positive
472,"I went to the salon on Saturday to have my hair straightened, finally good hair and not bad hair, I couldn't stand that Straw.",1,2,positive,positive
473,"Always at night and I'm afraid, terrified and I never sleep in the dark, here's a small light that stays on, on my wedding night I want to do it in the light.",-1,3,negative,negative
474,Today I went to sleep at 9 am because I had gone to sleep at my boyfriend's house without my parents knowing.,0,2,neutral,negative
475,I had to go back home early as if I had gone to a ballad but I ended up not doing anything.,0,2,neutral,negative
476,I had to go back home early as if I had gone to a ballad but I ended up not doing anything.,0,2,neutral,negative
477,I took advantage of the fact that I had already woken up and called my boyfriend because we were going to see each other again.,0,3,neutral,neutral
478,I ended up meeting a person that I love her and she loves me too.,1,3,positive,positive
479,"I'm seriously thinking about running away from home and taking a break, and then spending time with my loved one!",-1,2,negative,negative
480,I thought I would never love anyone in my life and that happens now after I'm old.,1,2,positive,negative
481,"My God, I'm very anxious, I imagine me and my beloved together all the time.",1,2,positive,negative
482,"My husband has not been able to put anything in the house for 10 years, the bills are late, the fridge is empty, he is lazy!",-1,3,negative,negative
483,"I recorded a movie on TV, and now I wanted to go see it.",0,2,neutral,neutral
484,"The story tells of three chubby friends, who one day, get tired of being the way they are, get tired of seeing other people's mocking looks, get tired of not being able to do what other women do, get tired of being the same. badass"".",-1,2,negative,negative
485,"So, they decide to make a pact, the cinderella pact, where they promise each other that they will do everything to lose weight.",0,2,neutral,positive
486,"And they succeed, lose weight and become women with a perfectly normal weight, and much prettier!",1,3,positive,positive
487,"But that, starting today, will change, because starting today I will do my best, and I will be able to follow a healthy diet to lose weight.",1,3,positive,positive
488,"And I'm going to prove to everyone that, like all the other girls, I can also have an athletic body and be very skinny and perfect.",1,2,positive,negative
489,"Because I'm going to lose weight, and I'm going to prove to everyone that I'm not just any fat girl.",1,2,positive,negative
490,"We've already left, and this is the third time I'm going to report it.",0,2,neutral,negative
491,We had already booked by cell phone on Sunday.,0,3,neutral,neutral
492,Monday there would be a very tasty sex in bed.,1,3,positive,negative
493,"Well, we work in the same company, however, in different sectors, she is blonde, long hair, delicious.",1,2,positive,positive
494,We made an appointment and there she was waiting for me in the parking lot.,0,3,neutral,neutral
495,"We left and went during ""work hours"" to a motel called Beira Rio, close to our work.",0,3,neutral,neutral
496,"Arriving there we went to a stand suite, super comfortable and there it started, hot kisses all over my neck and I soon saw that she was super hot.",1,3,positive,negative
497,"I took off my pants and I was only in gray boxers and a black tank top, she went to the bathroom and when she came back she came back with killer red thong panties.",1,3,positive,negative
498,He sat on top of me and rubbed himself against me.,1,3,positive,negative
500,"However, being alone is the absolute opposite of being with someone.",0,3,neutral,neutral
501,Being alone is closing your hands on nothing when you run across the street and don't have a hand to hold.,-1,3,negative,negative
502,"Being alone is sad, it bothers others and must be bad for your health.",-1,3,negative,negative
503,I found out from my mother that my stepfather was cheating on her.,-1,3,negative,negative
504,I also found out that he was cheating on my mother with my aunt.,-1,3,negative,negative
505,And on top of that he hit my mom.,-1,3,negative,negative
506,He threatened me and said he would kill me.,-1,3,negative,negative
507,"I still can't stop cutting myself, I know it's a problem and all but it's hard.",-1,3,negative,negative
508,"Sometimes it comes to mind that nobody likes me, my mother is the only one who can be saved and that I still haven't done anything silly because he won't let me, it's Vinny himself.",-1,3,negative,negative
509,"Sometimes I feel sad, I'm 12 years old and I'm bvl, most of my friends are not bvl, and the worst part is that I think I'm ugly.",-1,3,negative,negative
510,I never loved anyone the way I loved you.,1,2,positive,negative
511,We are living in a world where physical appearance is worth more than inner appearance.,-1,2,negative,negative
512,"Before taking the history test, we prayed the prayer and I still pray it to this day. It's been 3 years since I've seen the teacher who taught us this prayer, but I really like her.",1,3,positive,positive
513,True friendships are what the world needs.,1,4,positive,positive
514,Today was a day of so many surprises and joy.,1,2,positive,positive
515,He said he loved me that he misses me that when he finished college he would come and get me.,1,2,positive,positive
516,"I came here after the light came back, I was looking at the picture of him that I have.",0,2,neutral,neutral
517,And I don't know what I'm feeling right now but I feel calm happy but I don't know...,1,2,positive,positive
518,He completes me when you feel that something is missing from you but you never knew what it was and then you find someone who understands you and every bit the opposite of you and then you feel complete.,1,2,positive,positive
519,"Look, I'm not very tall, but enough for my age and I'm underweight.",0,3,neutral,neutral
520,"Whenever you do those screenings at school, I'm always alerted because I'm below and I don't like that!",-1,3,negative,negative
521,"When I try to warn the people closest to me they say that you're thin you must get fat and stuff, but when I try to play with the situation to alert them they say oh but you're not very tall either.",-1,2,negative,negative
522,Then the boys also like girls who have some body. Not the ones that only look like they have bones.,-1,2,negative,negative
523,I don't have siblings and for various reasons I've learned that my best friends don't know how to keep secrets.,-1,3,negative,negative
524,"I look very happy, because I learned that crying doesn't solve anything and that ended up making everyone trust me with things, because they know I'm very positive and secure.",-1,2,negative,positive
525,"Whoever I'm dating and never missed their ex, throw the first stone.",0,3,neutral,negative
526,"When we are in love, within us there is a confusion of feelings that we are lost.",0,2,neutral,negative
527,"I dated a boy named Luan, he is 3 months younger than me, and maybe my mistake was to start like that, because women mature before men.",-1,3,negative,neutral
528,"But we had a perfect relationship, it was everyone's envy.",1,3,positive,positive
529,His friends started to hate me because he just wanted to be with me.,-1,3,negative,negative
530,"We only cared about our opinion, and we dated for 9 months.",1,2,positive,negative
531,"On a certain day, we fought and I couldn't take it and I broke up",-1,3,negative,negative
532,"After that, we would stay hidden from time to time, so that no one else could get in the way.",0,2,neutral,neutral
533,"I just couldn't take it, being treated like a friend in front of others so that later when we were alone I could have any kind of touch.",-1,3,negative,negative
534,"Pay attention boy, she laughs at your dumbest jokes.",1,2,positive,positive
535,She is interested in all her affairs without foot and without head.,1,2,positive,negative
536,"So, she's there to put up with you talking about banal things, she just wants to see your mouth move and the sound of your voice come out.",1,2,positive,negative
537,"She doesn't mind listening to your loving complaints, however much it hurts, she will always be there to support you.",-1,2,negative,positive
538,She only cares about seeing you well.,1,3,positive,positive
539,"When she gets on your nerves, don't fight, she just likes to see you a little irritated, because she knows that later you'll open a smile, and she loves that smile.",1,2,positive,positive
541,"I see that I'm surrounded by fake people, naughty men and liars when I think I've found someone different, it's a mistake, just a fake and a liar.",-1,3,negative,negative
543,"I'll learn to live without you, and God willing I'll be happy too.",1,3,positive,neutral
544,I will always fondly remember everything I experienced with you.,1,3,positive,positive
545,"Zootechnicians are professionals responsible for the study and control of reproduction, genetic improvement and nutrition of animals raised for commercial purposes, which aim to increase production and improve the quality of products of animal origin.",0,3,neutral,neutral
546,"They carry out experiences with food and research ways to guarantee hygiene conditions and to prevent and fight diseases and parasites, to improve the health of the herds and the quality of the products derived from them.",0,2,neutral,positive
547,They also work as rural administrators and planners for farms and rural facilities.,0,3,neutral,neutral
548,Cholesterol-free eggs and light pork meat are examples of what genetic research in search of healthier foods can do.,0,2,neutral,neutral
549,"Often confused with the veterinarian, the zootechnician is, in fact, the professional focused on the development of production.",0,3,neutral,neutral
550,"You traveled, you are far from me.",-1,2,negative,negative
551,I can not stop thinking about you.,-1,2,negative,positive
552,"Well, I don't know if I'll be able to stand it.",-1,3,negative,negative
553,"Oh! Baby, you are my half.",1,2,positive,positive
554,I kill time by writing in the online diary.,0,2,neutral,neutral
555,I'm looking forward to waiting for you.,0,2,neutral,neutral
556,Only you make me smile.,1,2,positive,positive
557,I want your strong hug soon.,1,2,positive,positive
558,"Is it just me, that I've never had a cute, perfect boyfriend, even if it was just for a month?",-1,3,negative,negative
559,In my love life everything is BIG shit.,-1,3,negative,negative
560,"When the guy is interested in me sometimes I'm not interested in the guy or everyone is interested and it doesn't work out, something happens and that's it.",-1,2,negative,negative
561,"I know I should wait, but I waited too long.",-1,2,negative,negative
562,"This is the first record I've made here, and at the moment there's not much to talk about my personal life, so I'm going to reproduce something I wrote in a message.",0,3,neutral,neutral
563,"Stay there and I'll stay here with my breasts, with their hard, protruding nipples, eager to be licked from top to bottom, from side to side, to be bitten lightly and sucked all over.",1,2,positive,negative
564,"Nipples that can be tender like breasts, which are swollen and proud to be so cute.",1,2,positive,negative
565,"These breasts that won't fit inside a hand, spread between the fingers, which you hope to squeeze them firmly, fingers that enter through the bra, appearing through the malicious neckline of the red blouse, and inside the bra squeeze them gently , delicately, groping and pulling out everything that burns and throbs strongly inside.",1,2,positive,negative
566,"A soft, gluttonous, hot mouth that will try to swallow him whole and won't be able to, will lick him completely to compensate for the fact that he can't touch him completely with his mouth.",1,2,positive,negative
567,"The hands enveloping them while the mouth doesn't stop licking them as if they were ice cream, because they almost melt in the mouth.",1,2,positive,negative
568,"And those beaks get harder and harder, provoking an impatient excitement, half nervous, of getting wet from being so anxious.",1,3,positive,neutral
569,"My heart races, my hands are cold and a little trembling, it gives me butterflies in my stomach, and a strange feeling when he's around, and especially when we're alone, or even in a crowd, when he hugs me and says: "" you are beautiful today"".",1,3,positive,positive
570,"At that moment I'm embarrassed, and shyness takes over me and when I realize it, I'm already in his arms.",1,3,positive,negative
571,"I already completely forget where I am, and I stop caring about the people around me, when I'm with him, it's like there's only the two of us there.",1,3,positive,negative
572,I think living a romance is much cooler than just a bid.,1,2,positive,positive
573,"Romance is for an indefinite period, while bidding has limited times.",0,3,neutral,neutral
574,"I am enjoying loving and being loved, the best thing is to be reciprocated with good feelings.",1,3,positive,positive
575,"May it be eternal while it lasts, and may it last forever.",1,3,positive,positive
576,"I AM COMPLETELY IN LOVE WITH YOU, I WISH YOU ALL THE GOOD FEELINGS, ALL THE GOOD COMPANIES",1,2,positive,positive
577,"MAY THE LOVE OF NEIGHBORHOOD AND THE WILLINGNESS TO KNOW BE YOUR ""MARK"" IN THIS BEAUTIFUL ILLUMINATED SPIRIT.",1,2,positive,positive
578,"MAY YOU BRING WITH YOU LOVE, WISDOM, PEACE, CALM AND THE SPIRIT OF JUSTICE.",1,3,positive,positive
579,"THAT YOU TEACH ME TO BE MORE HUMAN AND THE TRUE MEANING OF LOVE, SINCE NOW FORGIVE ME FOR MY EXCESSES TOWARDS YOU, BUT MAY THIS BEAUTIFUL OPPORTUNITY BE TAKEN ADVANTAGE AND MAY GOD HELP US DAILY TO BE ""MOTHER AND SON"" MAY YOU COME MY BELOVED SON.",1,3,positive,positive
581,"I remember so many moments, so many good things that we did together, you were an angel to me.",1,3,positive,positive
582,"I don't even remember exactly how I met you, but I know it was the best day of my life, you for me are more than a friend, you are a sister from a different family.",1,3,positive,positive
583,You don't know how bad I felt about you changing schools.,-1,3,negative,negative
584,I want you to do well in life and love someone who also loves you very much.,1,3,positive,positive
585,Agent is starting to walk away and you didn't even notice.,-1,3,negative,negative
586,"But know that I miss you a lot, I miss your smile.",-1,3,negative,negative
587,"Man, I can't take Douglas anymore, boring boy!",-1,3,negative,negative
588,"Like, he had disappeared, now he's back to bug me again.",-1,3,negative,negative
589,"I don't treat him badly, but man he just talks shit, I already said I don't want to be with him anymore, but he insisted in a way that suffocates.",-1,3,negative,negative
590,"I really wanted to have his friendship, but he always comes with ulterior motives, I'm almost putting an end to it, that is to say, excluding him.",-1,2,negative,negative
591,"And so, I got a DISGUSTING from him, which even I don't understand why.",-1,3,negative,negative
592,He stuck his tongue down my throat and I almost died.,-1,3,negative,negative
593,Just imagining us staying together makes me want to throw up.,-1,3,negative,negative
594,Today I go out with some friends.,0,2,neutral,neutral
595,"I love them because they are very nice and fun, we love to laugh and play games.",1,3,positive,positive
596,"On the way to this girl's house we found a gentleman lying on the ground as if he were dead or passed out, the strange thing was that the man had his eyes half open and turned upwards.",0,2,neutral,negative
597,"I found it super strange and I was very scared, but even so we passed the man and kept walking.",-1,3,negative,negative
598,"My girl senses told me something was wrong, so I asked Lucar and Victor to go back there with me and try to wake the man to see if he was alive.",-1,3,negative,neutral
599,"But I wanted to go back anyway, so we went back.",0,3,neutral,neutral
600,"The boys tried to wake the man up in every way that no man wakes up, so I decided to wake the guy up myself.",0,2,neutral,neutral
601,"I moved him, rocked him, turned him over and the man didn't wake up, until when I saw a bottle near his head I decided to pick it up and pour the liquid that was inside it on the man's head, that's when he woke up.",0,2,neutral,neutral
602,My mom had a huge fight with me about sleep schedules.,-1,3,negative,negative
603,"Then the crybaby here spent the night crying, until her eyes were swollen.",-1,3,negative,negative
604,"Thinking that the only way for my parents not to fight with me would be to die anyway, then it wouldn't bother anyone.",-1,3,negative,negative
605,I took another antidepressant pill (I usually only take two) and went to listen to music.,-1,3,negative,neutral
606,"After a while, I was dancing happily, as if nothing had happened.",1,3,positive,positive
607,"And it was like that until 5 am, when I finally decided to go to sleep.",0,3,neutral,negative
608,"And no, it wasn't the medicine, because it takes a long time to take effect, it doesn't happen overnight.",0,2,neutral,neutral
609,"Well, the important thing is that I'm better.",1,3,positive,positive
610,Today I made an appointment at the gynecologist.,0,2,neutral,neutral
611,"We've never had sex, but I think it's closer than far.",1,2,positive,neutral
612,"I'm a virgin, or at least I've never had penetration.",0,2,neutral,neutral
613,"The only thing we did was oral sex, him on me.",0,3,neutral,negative
614,"Sometimes I feel a little bad for being so dependent on others, not knowing how to do anything alone.",-1,3,negative,negative
615,"I'm jealous of my friends who solve everything themselves, know how to go everywhere, and in a good way.",-1,3,negative,neutral
616,University schedules were terrible.,-1,3,negative,negative
617,"She keeps throwing it in my face that I don't know how to do anything, and then I get it in my head, and it makes me even more impotent.",-1,3,negative,negative
618,I fought with him and I deleted everything but the other week I saw more and more porn cartoons.,-1,3,negative,negative
619,"Oh people, I don't like that, I don't know, I think it's a lack of respect for me!",-1,3,negative,negative
620,But she is very special she is my best friend.,1,3,positive,positive
621,"With the end of the period in college, I felt terrible.",-1,3,negative,negative
622,"It was a seminar, a test and work all together, I was about to go crazy, especially as I hate public speaking.",-1,3,negative,negative
623,"I really have no way, I stutter, I forget, the scam.",-1,3,negative,negative
624,"There was a subject that I reached the limit of absences, another one I spent fishing, there was a job that I didn't even see the color of, but they put my name on it, in seminars I saved myself because of others.",-1,3,negative,negative
625,"There was one that at the last minute I gave up and started crying, but I talked to the teacher and she gave me a huge alternative work, so I wouldn't have zero.",-1,3,negative,positive
626,I feel super bad that everyone performs well and I perform poorly.,-1,3,negative,negative
627,"As it is public, the level is very high.",1,2,positive,neutral
628,And my inferiority complex only increases in these cases.,-1,3,negative,negative
629,My psychologist asked me if I wanted a second opinion (both to see about the medication issue and to see if I really had BPD-borderline personality) and I agreed.,0,2,neutral,neutral
630,I went to the psychiatrist and she gave me risperidone.,0,2,neutral,neutral
631,"I decided to accept it, because I was really terrible (I still am, but at least now that I'm on vacation, I'm relieved).",-1,3,negative,neutral
632,"I've always been a perfectionist, I always like to give the best of myself, especially in terms of intellectual performance.",1,3,positive,positive
633,I want to make up for what my college roommates did for me.,1,2,positive,positive
634,"In a little while, no one will want to call me into groups anymore, if I continue to be this bad.",-1,3,negative,negative
635,"I want to drive a car, be independent, be a successful psychologist.",1,2,positive,positive
636,At least the college subjects will be nicer and more in line with the course.,1,3,positive,positive
637,Saturday the 28th of July was a wonderful Saturday.,1,3,positive,positive
638,"I met a boy, kind, handsome and funny.",1,3,positive,positive
640,"Maybe I met him two or more weeks ago, I don't remember.",0,3,neutral,neutral
641,But I remember perfectly when he told me that he liked me a lot.,1,3,positive,positive
642,I wasn't surprised or anything.,0,3,neutral,neutral
643,I was already used to knowing that many boys already declared it to me.,1,2,positive,negative
644,Worse is that I liked him too.,1,2,positive,negative
645,"You might think I'm crazy, I liked a boy I met on the internet.",1,2,positive,positive
646,"I'm tired of running after those who don't deserve it, now if you want them to come after me, you know where to look for me and where to find me.",-1,2,negative,negative
647,"They don't think like girls. So, don't treat them like ""friends"".",-1,2,negative,negative
648,"Men are naturally territorial, they are jealous and hunters!",-1,3,negative,negative
649,"It was just a blink of an eye, that I fell in love at last, and in the middle of the smoke, he also likes me.",1,3,positive,positive
650,"Yes, I'm a parent!",0,2,neutral,positive
651,"I'm a proud person, I don't stay with everyone (because that's a bitch thing), I play ball, I talk to those who talk to me, I don't have many friends either!",-1,2,negative,neutral
652,At my school it's full of rockers and the preppy ones they had there usually became sluts!,-1,3,negative,negative
653,"I am one of the only respectable patricinhas, who enjoy reading and who are not examples of whores.",-1,2,negative,negative
654,"Last Carnival there was a celebration at the school, all the classes were together, I preferred to go and read a book in the library, there was the music teacher plus about three rocker students too.",0,3,neutral,neutral
655,"I went in, excused myself and went to get a romance book!",0,2,neutral,neutral
656,There was a boy who kept looking at me and it was bothering me.,-1,3,negative,negative
657,I don't consider myself a lucky person.,-1,3,negative,negative
658,I don't consider myself a person with feelings either.,-1,2,negative,neutral
660,But the biggest one is hate.,-1,3,negative,negative
661,"Many think I'm wrong, and that I'm talking a lot of nonsense, when I say that there is a great hatred present in me.",-1,3,negative,negative
662,"But these people are just countless mortals who say what they want, literally, they don't know anything about me, and much less, about what I think.",-1,3,negative,negative
663,"Not that I consider myself an immortal, for me, everyone has the same fate.",0,2,neutral,neutral
664,"But lately, strange things have been happening to me.",-1,2,negative,neutral
665,My family never cared about what happens or doesn't happen to me.,-1,3,negative,negative
666,"By the way, no one ever cared to at least know if I was okay, or if I needed help.",-1,3,negative,negative
667,Nobody ever cared about me.,-1,3,negative,negative
668,"Love letters don't usually start like that, with explanations and reasons.",-1,2,negative,neutral
669,But I wouldn't have any other way of writing something I feel without trying to explain or give reasons even though loving exempts any kind of explanation and doesn't require reasons to happen.,0,2,neutral,neutral
670,"I think that love comes I don't know where, grows I don't know why and accidentally hurts you, maybe it's my only hope... or the last.",1,2,positive,negative
671,"Not because I can't fall in love again but because whenever I desire someone, that person will be you!",1,3,positive,positive
672,That will be in my dreams you are different!,1,3,positive,positive
673,"You are the only one responsible for what I feel. I give myself completely to you. If you want, I can name a star or give this star to you.",1,3,positive,positive
674,"I can try to stop the wind or sit in the spring breeze, I can try to stop the sun, or make sure you have a perfect day.",1,3,positive,positive
675,"Well, if loving is thinking about you 24 hours a day, going out on the street thinking that I can cross paths with you at any moment and close my eyes and see your face, it might even be love!",1,3,positive,positive
676,And every day I will look at the sky and thank you for having found you and for being more than I expected.,1,3,positive,positive
677,"In that terrible state of depression that I found myself in, I didn't know what else to do out of so much despair, I felt an inconsolable pain, it hurt a lot, more than anything, or almost anything.",-1,3,negative,negative
678,"I found a solution, or rather, in my head it was the only solution.",1,3,positive,neutral
679,I started cutting my wrists in order to bring physical pain and forget about emotional pain.,-1,3,negative,negative
680,"Incredibly, that made me stronger.",1,3,positive,positive
681,"My friend Laura, the dumbest and dumbest of them all, started cutting herself in the middle of the classroom.",-1,3,negative,negative
682,"FUCKING AGAIN, she was called in the board, she gave the names of everyone who was in the game, and they were all called, one by one as if it were at the police station.",-1,3,negative,negative
683,"Then they found out that we had all cut ourselves, they thought we had made some kind of pact... they called our parents, but only Laura's and my mother's who went there and found out.",-1,3,negative,neutral
684,"My weekend was okay, let's just say I expected a little more.",0,3,neutral,neutral
685,"Last night my boyfriend came to my house, we didn't go out, we stayed at home.",0,3,neutral,neutral
686,And as always there was another DR.,-1,3,negative,negative
687,"But this time it was nice, we talked a lot, I think he understood my side.",1,3,positive,positive
688,"In fact, I think I managed to express clearly what I was feeling.",1,3,positive,positive
689,".It was cool, after a lot of talking we ended up dating, amazing how that boy has the gift of driving me crazy and at the same time making me happy.",1,3,positive,positive
690,"The moments by your side are always so perfect, you know.",1,3,positive,positive
691,"When he kisses me, it's like millions of lights shine in my world, I feel like I'm floating in his arms.",1,3,positive,positive
692,When you hug me I feel protected.,1,3,positive,positive
693,As if no external problems could reach us!,1,3,positive,negative
694,I'm sure this is called LOVE.,1,3,positive,positive
695,.And it's amazing how that feeling makes me feel good and bad at the same time.,0,2,neutral,neutral
696,"Today I felt very lonely and instead of crying, as usual, I self-harmed.",-1,2,negative,negative
697,"I hit myself a lot, and bit myself 3 times.",-1,3,negative,negative
698,"I wouldn't recommend this to anyone but I can't think of anything else to do when I'm sad as my friends and family don't understand that I'm sad for no reason and they'll call me an idiot and if I tell anyone I've self-harmed they'll call me sick, because that's what human beings do, they judge each other.",-1,3,negative,negative
699,Life was freely given to us.,1,2,positive,positive
700,The power of reaction is within each of us.,0,2,neutral,positive
701,To be happy there is no magic potion.,0,2,neutral,neutral
702,You just need to have a clean soul and devoid of sorrows and grudges.,0,2,neutral,positive
703,Everyone is free to fulfill their mission the way they want.,1,2,positive,neutral
704,"Happiness is always knocking on our door, just open it and invite it in.",1,3,positive,positive
705,We will always have enlightened souls reaching out to us.,1,3,positive,positive
706,"Alive, cheerful and communicative, these Gemini beings, light and relaxed, always seem to be on good terms with everyone.",1,2,positive,positive
707,"Friendly as they are, they will always give the impression that they are interested in someone, but they are just chatting and looking for information.",-1,2,negative,negative
708,"Geminis are always very expressive and talk a lot with their hands, always telling facts that happened to them very vividly.",1,2,positive,positive
709,"Their gait is kind of bouncy and cheerful, and they're always multitasking, like studying while watching TV and talking on the phone while talking to you.",1,3,positive,positive
710,It's not really that they're following fashion: they're always in fashion.,1,3,positive,positive
711,"I'm well organized, paranoid, disgusted by almost everything.",-1,3,negative,negative
712,"I love children, and sometimes I look a lot like them, I love playing, jumping, in short... mess, I love happy and different things.",1,3,positive,positive
713,The truth is that I'm too intense and there's no one who can fix it.,-1,2,negative,negative
714,I vibrate with joys that do not belong to me.,1,3,positive,positive
715,"The good thing is, every night before I go to sleep, I pray.",1,3,positive,positive
716,And I always smile!,1,3,positive,positive
717,Longing is the greatest proof that the past was worth it.,1,3,positive,positive
718,"Really, I don't have the energy to get ready, to take care of myself, bad thoughts take over my head and I go into a state of despair.",-1,3,negative,negative
719,I lent the money to my dad and I honestly regret it a lot.,-1,3,negative,negative
720,"Diego sent me away, he didn't want to hear from me anymore, my mother turned her back on me, I only had my father and he asked me to withdraw the money from the bank, putting the greatest psychological pressure on me, wouldn't I?",-1,3,negative,negative
721,"Well, now it's no different, because anyway he's with me out of pity.",-1,3,negative,negative
722,"Now I'm here with all my cards having to be paid in installments (I'll pay triple the amount due to the interest), without a penny and on top of that with Diego fighting with me and throwing it in my face every day that I'm stupid and I borrowed the money for my father.",-1,3,negative,negative
723,"He doesn't understand why he never had to go through a hardship like this, but I'm sure if it was his mother instead of my father, he would have done the same.",-1,3,negative,negative
724,"Diego, in turn, instead of being a present boyfriend, who supports me, who advises me and who tries to understand my side and help me, only knows how to judge me and fight with me because of it.",-1,3,negative,negative
725,"Yesterday, I was with my best friend in class, I arrived late and I had a little chat with my best friend.",1,2,positive,neutral
726,Then came that crazy woman I told you about that day that I made a fool of myself and that she wouldn't let me talk to my best friend.,-1,2,negative,negative
727,Then the crazy woman spoke to her and I didn't even understand their conversation but I ended up keeping quiet.,0,2,neutral,neutral
728,Portuguese class was boring.,-1,3,negative,negative
729,"Hours went by, we went to the video room, it was a physical education class, what the hell!",-1,3,negative,negative
730,I wanted to go to the court but the teacher wanted us to stay in the video room and watch the boring movie.,-1,3,negative,negative
731,"You promised me, I know, I remember, you swore that it would be forever.",-1,2,negative,negative
732,"You also swore that you would forgive my mistakes and my shortcomings, that any slip I had, you would forgive, because the good you had done to him would overcome any pain.",-1,2,negative,positive
733,"Forgive me, I made unforgivable mistakes, just as I have already forgiven, I made exaggerated slips, and it wasn't the first time, I lied for fear of your reaction, for fear that you would abandon me, I fought so hard alongside this fear, that nothing helped me, fear only made me lose you.",-1,3,negative,negative
734,"I can no longer hide the sadness, and tears have already filled my eyes.",-1,3,negative,negative
